EmployeeID,Age,Gender,Education,Department,JobRole,Salary,YearsAtCompany,WorkLifeBalance,TrainingHours,PerformanceRating,Attrition
388,41,Female,MBA,Marketing,Marketing Manager,43601,7,2,5,5,No
389,33,Female,Bachelors,Marketing,SEO Specialist,91732,9,4,7,3,No
390,49,Female,PhD,HR,Recruiter,78574,16,3,4,3,Yes
391,46,Female,Bachelors,Customer Support,Support Executive,44149,16,2,3,5,No
392,21,Male,PhD,Finance,Accountant,40417,12,4,9,3,No
393,21,Male,PhD,HR,Recruiter,112440,21,2,8,5,No
394,41,Male,MBA,IT,System Engineer,47626,11,2,6,2,No
395,24,Female,MBA,Marketing,Marketing Manager,68798,9,4,3,5,No
396,59,Female,MBA,HR,HR Executive,38869,13,1,9,3,No
397,44,Female,Bachelors,IT,IT Manager,134850,7,3,1,5,No
398,54,Female,Bachelors,Sales,Account Manager,147808,16,3,3,5,Yes
399,26,Male,PhD,Operations,Operations Executive,59148,24,2,6,5,No
400,42,Female,PhD,IT,System Engineer,47318,3,4,2,4,No
401,43,Male,Masters,Marketing,Marketing Executive,76001,17,2,8,3,No
402,56,Male,Masters,HR,HR Manager,135118,15,4,5,5,No
403,51,Female,MBA,IT,IT Manager,89425,9,4,8,1,No
404,37,Male,MBA,Sales,Sales Manager,119019,15,4,4,5,Yes
405,45,Male,Bachelors,HR,HR Executive,27610,3,1,7,2,No
406,26,Male,Masters,Customer Support,Support Executive,44456,14,3,8,1,Yes
407,29,Female,PhD,HR,Recruiter,46644,5,2,4,3,Yes
408,21,Female,MBA,HR,HR Executive,37112,2,2,3,2,Yes
409,55,Female,Bachelors,IT,System Engineer,43919,13,2,1,5,Yes
410,39,Female,Bachelors,IT,Developer,95533,24,1,2,5,No
411,26,Female,PhD,IT,System Engineer,124303,12,4,2,3,No
412,30,Female,PhD,IT,IT Manager,81408,19,3,6,2,No
413,57,Male,MBA,IT,Developer,68526,13,4,1,3,No
414,32,Male,Bachelors,Finance,Accountant,44581,20,3,0,1,No
415,25,Female,Bachelors,Finance,Finance Analyst,129565,23,3,1,1,No
416,22,Male,PhD,Marketing,SEO Specialist,102789,14,3,3,3,No
417,44,Female,Bachelors,Marketing,Marketing Executive,80633,9,1,9,5,No
418,25,Female,Masters,Sales,Sales Manager,87875,8,1,3,1,Yes
419,23,Female,MBA,HR,HR Executive,70833,1,1,1,4,No
420,46,Male,Bachelors,Operations,Operations Manager,122718,6,3,5,4,No
421,40,Male,Masters,Operations,Logistics Coordinator,126858,14,2,1,3,No
422,29,Male,Bachelors,IT,Data Analyst,136072,15,2,3,3,No
423,39,Male,Bachelors,Marketing,Marketing Executive,67137,24,2,5,3,No
424,42,Male,Bachelors,IT,System Engineer,118027,1,2,0,1,Yes
425,29,Female,Masters,Customer Support,Support Executive,147019,18,1,8,5,No
426,37,Female,Masters,Operations,Operations Manager,128241,17,3,2,4,No
427,48,Male,Bachelors,Customer Support,Support Executive,119574,14,4,8,3,Yes
428,40,Male,Bachelors,Finance,Accountant,87956,7,3,6,4,Yes
429,25,Male,PhD,Customer Support,Support Executive,142034,15,2,1,3,Yes
430,36,Female,Masters,HR,HR Executive,37625,15,3,5,3,No
431,23,Female,MBA,Customer Support,Support Executive,125297,5,1,7,3,No
432,26,Female,Bachelors,HR,Recruiter,49170,24,3,0,5,No
433,22,Female,PhD,IT,Developer,148324,10,3,9,4,No
434,35,Female,MBA,IT,Developer,72195,17,2,9,1,Yes
435,44,Male,MBA,Operations,Logistics Coordinator,98539,14,1,5,2,No
436,41,Female,Masters,Operations,Operations Manager,30103,4,1,4,2,No
437,40,Male,Bachelors,Marketing,SEO Specialist,40954,2,4,3,4,No
438,45,Male,Bachelors,Sales,Account Manager,82620,19,4,6,5,No
439,59,Male,Bachelors,Sales,Sales Executive,36087,0,1,8,3,No
440,25,Female,MBA,Customer Support,Support Manager,57854,16,4,2,1,Yes
441,57,Female,Masters,HR,Recruiter,118782,12,4,6,5,No
442,57,Female,Masters,Marketing,Marketing Manager,66605,11,2,5,1,No
443,52,Female,Masters,Operations,Logistics Coordinator,97617,18,2,2,4,Yes
444,34,Male,MBA,Sales,Account Manager,125598,14,2,5,4,No
445,29,Male,Bachelors,IT,Developer,40534,0,2,2,2,No
446,49,Female,Bachelors,Sales,Sales Executive,116057,1,3,0,2,Yes
447,49,Male,Bachelors,Customer Support,Support Executive,62158,23,2,4,2,No
448,59,Male,Masters,Customer Support,Support Manager,115932,0,1,8,3,No
449,52,Female,Masters,Customer Support,Support Executive,72897,15,1,8,1,No
450,27,Male,Masters,Operations,Operations Executive,25717,18,3,2,3,Yes
451,38,Female,PhD,Operations,Operations Executive,68442,15,2,5,4,Yes
452,48,Female,Bachelors,Finance,Finance Manager,121371,24,1,1,5,No
453,49,Male,MBA,Customer Support,Support Manager,58402,9,1,2,3,No
454,31,Female,MBA,Finance,Finance Manager,118305,10,4,1,1,No
455,54,Male,PhD,Customer Support,Support Manager,80612,23,3,3,1,No
456,59,Male,MBA,Marketing,Marketing Executive,83847,19,1,2,4,No
457,29,Male,Masters,Customer Support,Support Manager,60710,5,1,6,3,No
458,57,Female,Masters,Sales,Sales Manager,112796,21,2,9,5,No
459,22,Male,PhD,Operations,Logistics Coordinator,92165,11,2,0,2,No
460,46,Male,PhD,Finance,Finance Manager,29886,17,2,5,1,Yes
461,50,Female,Bachelors,Operations,Logistics Coordinator,47588,0,2,4,2,Yes
462,27,Male,Bachelors,IT,System Engineer,98493,9,3,3,4,No
463,48,Female,MBA,Finance,Accountant,54063,0,1,5,5,No
464,25,Female,Masters,IT,IT Manager,44259,23,2,5,1,No
465,49,Female,Masters,IT,System Engineer,103278,7,1,1,3,No
466,47,Male,Bachelors,Marketing,Marketing Manager,118459,11,3,9,3,No
467,35,Female,MBA,IT,IT Manager,85815,12,1,4,3,No
468,55,Female,Masters,Operations,Logistics Coordinator,138237,5,3,1,1,No
469,55,Male,Bachelors,Customer Support,Support Executive,148394,15,1,9,3,No
470,39,Male,Bachelors,Marketing,Marketing Executive,35922,1,2,8,4,No
471,31,Male,PhD,Customer Support,Support Manager,30741,1,3,4,3,No
472,40,Female,MBA,Sales,Sales Manager,114765,24,2,1,3,No
473,31,Male,Bachelors,Sales,Account Manager,116051,4,3,8,1,Yes
474,21,Male,Bachelors,Operations,Logistics Coordinator,89575,6,4,7,4,Yes
475,37,Female,Masters,Sales,Account Manager,135684,13,2,1,1,No
476,32,Female,Masters,IT,IT Manager,59087,21,4,2,4,No
477,33,Female,Masters,Operations,Operations Executive,141545,4,1,3,2,No
478,42,Female,PhD,Finance,Finance Manager,39995,7,1,0,4,No
479,27,Female,MBA,Operations,Operations Manager,107895,12,3,4,1,No
480,37,Male,PhD,Finance,Accountant,71830,22,1,4,4,No
481,32,Female,Masters,Marketing,SEO Specialist,103768,16,4,2,3,No
482,54,Female,Masters,Customer Support,Support Manager,50338,19,2,9,4,No
483,57,Female,PhD,Finance,Finance Manager,90149,24,4,7,3,No
484,30,Male,Bachelors,Marketing,Marketing Manager,127438,16,4,3,5,No
485,38,Male,PhD,Finance,Finance Manager,129383,5,3,7,2,No
486,52,Female,Masters,IT,System Engineer,48741,4,4,7,3,Yes
487,43,Male,MBA,Finance,Finance Analyst,142904,0,3,9,1,No
488,29,Female,PhD,Marketing,Marketing Manager,117949,12,1,2,4,No
489,35,Male,Bachelors,Customer Support,Support Manager,63862,22,3,8,4,Yes
490,33,Female,PhD,Marketing,Marketing Manager,39031,8,3,5,3,No
491,38,Male,PhD,HR,HR Executive,36151,22,3,8,5,No
492,26,Female,PhD,HR,Recruiter,62842,12,1,5,4,No
493,52,Female,Masters,HR,Recruiter,142946,5,3,4,3,No
494,54,Female,Bachelors,Marketing,Marketing Manager,124023,21,4,7,1,No
495,23,Male,MBA,IT,Data Analyst,39079,11,1,4,4,No
496,41,Female,MBA,HR,HR Executive,101537,19,3,3,5,No
497,40,Female,Masters,Sales,Sales Manager,43931,12,1,0,1,No
498,28,Female,Masters,HR,HR Manager,129433,12,3,7,3,No
499,59,Male,Bachelors,IT,Developer,138892,16,4,6,2,No
500,50,Male,Masters,Customer Support,Support Executive,91406,12,4,1,5,No
501,37,Male,MBA,Operations,Operations Executive,118095,18,4,3,2,No
502,50,Female,Bachelors,Marketing,SEO Specialist,78664,24,4,0,4,Yes
503,52,Female,Bachelors,Sales,Sales Executive,125110,11,1,8,1,Yes
504,32,Female,Masters,IT,Data Analyst,116456,10,4,2,3,No
505,53,Male,PhD,Customer Support,Support Executive,133959,20,1,7,2,No
506,28,Male,MBA,Marketing,SEO Specialist,50832,16,3,7,1,No
507,39,Female,MBA,Sales,Account Manager,66830,16,2,5,4,No
508,24,Female,PhD,Customer Support,Support Executive,69757,16,3,3,2,No
509,39,Female,PhD,HR,HR Executive,112225,2,2,0,2,No
510,32,Female,Masters,HR,HR Executive,38255,23,4,5,4,Yes
511,32,Male,Masters,Customer Support,Support Manager,28358,23,3,8,2,Yes
512,29,Female,PhD,Operations,Operations Manager,100033,19,4,2,3,No
513,47,Female,MBA,IT,Data Analyst,35703,16,3,8,5,Yes
514,43,Male,PhD,Customer Support,Support Manager,43782,17,4,3,1,No
515,23,Male,PhD,Sales,Sales Manager,48929,20,1,3,5,No
516,35,Female,MBA,HR,HR Manager,65953,13,4,8,5,No
517,26,Male,PhD,Sales,Sales Executive,60440,10,4,6,4,No
518,42,Female,MBA,Marketing,SEO Specialist,70927,22,4,1,2,No
519,31,Male,Bachelors,HR,HR Executive,95204,4,2,6,5,Yes
520,49,Female,PhD,Marketing,Marketing Manager,101996,8,3,0,4,No
521,32,Male,PhD,IT,System Engineer,29006,12,3,5,4,No
522,51,Female,MBA,HR,HR Executive,56417,20,4,6,4,Yes
523,42,Male,Bachelors,HR,HR Executive,111567,4,3,8,2,No
524,37,Female,Bachelors,Marketing,SEO Specialist,127421,5,3,7,1,No
525,37,Male,Masters,Sales,Sales Executive,139853,16,4,5,3,No
526,35,Male,MBA,Customer Support,Support Manager,90333,12,1,7,3,Yes
527,43,Male,MBA,Marketing,Marketing Manager,97920,1,2,9,4,Yes
528,38,Female,Masters,IT,System Engineer,100139,16,1,6,4,Yes
529,55,Female,PhD,IT,IT Manager,114424,2,3,2,2,No
530,37,Female,MBA,Marketing,Marketing Executive,138002,17,1,3,5,No
531,35,Female,MBA,Operations,Operations Executive,137366,3,4,3,5,No
532,51,Male,PhD,Marketing,Marketing Manager,136362,21,4,8,5,No
533,59,Female,MBA,Customer Support,Support Manager,58769,24,4,9,2,Yes
534,59,Male,Masters,Marketing,Marketing Executive,113635,1,3,6,5,Yes
535,24,Female,PhD,Sales,Sales Executive,28164,22,2,1,2,No
536,40,Male,MBA,Marketing,Marketing Manager,132525,15,4,2,2,Yes
537,24,Female,Bachelors,HR,HR Executive,68856,8,3,5,3,No
538,31,Female,Bachelors,Finance,Finance Analyst,140660,9,3,6,1,No
539,29,Male,Bachelors,IT,Developer,26814,9,3,4,4,No
540,48,Male,PhD,Operations,Operations Executive,59785,12,4,8,2,No
541,50,Male,Masters,HR,HR Manager,135966,8,1,3,2,Yes
542,41,Male,MBA,IT,IT Manager,97084,21,1,0,2,No
543,31,Male,Masters,Sales,Sales Manager,115895,16,3,4,3,No
544,32,Female,MBA,Operations,Operations Executive,57443,12,4,1,2,No
545,28,Male,Masters,IT,IT Manager,57006,14,3,7,4,No
546,37,Male,PhD,Operations,Logistics Coordinator,71142,16,4,7,5,Yes
547,49,Male,Masters,Finance,Finance Analyst,122454,11,1,9,5,No
548,49,Female,MBA,Marketing,Marketing Executive,111210,14,4,3,3,No
549,47,Male,PhD,Marketing,Marketing Executive,48862,19,1,5,4,No
550,56,Male,Masters,Sales,Sales Executive,41428,18,3,5,5,No
551,56,Female,MBA,Finance,Finance Manager,70896,6,3,5,4,No
552,52,Female,Bachelors,HR,Recruiter,66347,17,2,6,3,No
553,54,Male,Masters,Sales,Sales Executive,121844,9,1,6,4,No
554,55,Male,MBA,Operations,Logistics Coordinator,101216,20,1,4,2,No
555,22,Female,PhD,Sales,Sales Manager,125667,23,1,6,5,No
556,41,Female,MBA,HR,HR Executive,51627,6,2,0,1,No
557,48,Female,Masters,HR,HR Executive,46684,9,3,7,4,Yes
558,31,Female,MBA,Sales,Account Manager,129940,2,4,0,2,No
559,50,Female,Bachelors,Sales,Sales Manager,104443,5,4,9,4,No
560,57,Male,Masters,HR,Recruiter,42653,15,1,3,2,Yes
561,52,Female,PhD,HR,HR Manager,79745,24,2,8,4,Yes
562,54,Female,PhD,Sales,Sales Executive,47191,19,3,0,3,No
563,22,Male,Masters,Operations,Logistics Coordinator,51270,24,2,4,4,Yes
564,41,Female,Bachelors,Customer Support,Support Manager,143665,13,2,7,2,No
565,26,Female,Masters,Finance,Finance Analyst,143819,12,4,3,1,No
566,58,Male,Bachelors,Marketing,Marketing Manager,98922,22,4,4,4,No
567,59,Female,PhD,IT,Data Analyst,59782,13,2,0,5,No
568,52,Female,Bachelors,Marketing,SEO Specialist,106422,11,1,1,5,Yes
569,34,Male,Bachelors,Finance,Finance Manager,128246,10,1,2,1,No
570,43,Male,PhD,Operations,Operations Manager,91471,12,3,4,1,No
571,51,Female,Bachelors,Customer Support,Support Executive,45245,1,1,8,1,Yes
572,31,Male,PhD,Customer Support,Support Manager,72014,14,2,5,2,Yes
573,23,Male,Bachelors,Finance,Finance Analyst,43624,20,3,1,5,No
574,53,Female,MBA,Marketing,SEO Specialist,72234,2,1,3,5,No
575,39,Male,Bachelors,Customer Support,Support Manager,130573,12,3,8,4,No
576,42,Female,PhD,Marketing,Marketing Executive,144850,18,4,9,2,Yes
577,33,Male,PhD,Sales,Account Manager,124227,8,4,6,3,No
578,34,Female,MBA,Customer Support,Support Executive,141490,9,3,1,3,No
579,58,Male,Bachelors,Operations,Operations Manager,136984,9,4,7,3,No
580,27,Male,PhD,Customer Support,Support Manager,45746,6,1,9,4,No
581,44,Male,Bachelors,Marketing,Marketing Executive,46199,24,1,5,1,No
582,52,Male,Masters,Finance,Finance Manager,146136,6,2,5,1,Yes
583,48,Male,Masters,Customer Support,Support Manager,107666,14,1,5,5,No
584,34,Female,PhD,Finance,Finance Analyst,61386,16,3,3,5,No
585,58,Female,PhD,Operations,Operations Executive,52241,14,1,3,2,Yes
586,27,Male,Bachelors,Customer Support,Support Executive,122557,16,2,9,2,Yes
587,58,Female,Bachelors,Marketing,Marketing Manager,47490,19,1,4,4,Yes
588,46,Female,Masters,HR,HR Executive,75435,0,3,8,5,No
589,56,Male,MBA,Marketing,SEO Specialist,137561,19,3,8,2,No
590,51,Female,MBA,Marketing,SEO Specialist,55979,4,1,9,1,No
591,31,Female,Masters,Operations,Operations Manager,144873,11,4,1,2,No
592,21,Female,Bachelors,Customer Support,Support Executive,68390,22,2,5,4,Yes
593,57,Female,Bachelors,Operations,Logistics Coordinator,102713,4,2,0,2,No
594,47,Female,Bachelors,Operations,Operations Manager,110414,8,2,6,5,No
595,35,Female,Bachelors,Operations,Operations Executive,136361,19,3,5,2,No
596,58,Male,MBA,IT,Data Analyst,128844,0,4,9,3,No
597,54,Female,Masters,Sales,Sales Executive,64516,23,2,5,2,No
598,36,Female,PhD,HR,Recruiter,112902,13,3,2,1,No
599,52,Male,Masters,Marketing,Marketing Manager,130924,22,1,9,3,No
600,49,Female,MBA,Customer Support,Support Executive,76322,14,3,2,4,No
601,39,Female,MBA,Marketing,Marketing Executive,110058,7,4,3,4,Yes
602,28,Female,MBA,IT,Developer,82174,15,1,8,4,No
603,27,Male,Masters,Marketing,Marketing Executive,92598,6,2,5,1,No
604,36,Male,Bachelors,HR,HR Manager,34837,7,4,1,4,No
605,34,Male,MBA,Finance,Finance Analyst,146768,3,1,5,5,No
606,33,Male,Masters,Sales,Sales Manager,90066,13,4,8,4,No
607,29,Female,Bachelors,IT,System Engineer,55951,19,4,8,2,Yes
608,36,Male,Masters,Sales,Sales Manager,129215,15,3,4,1,Yes
609,38,Female,Bachelors,Sales,Account Manager,132585,9,3,1,1,No
610,59,Male,Masters,IT,IT Manager,63196,13,2,7,1,No
611,42,Female,MBA,IT,IT Manager,86078,23,2,6,4,No
612,39,Male,Masters,IT,Developer,38851,19,1,4,2,No
613,36,Female,MBA,Customer Support,Support Executive,70349,12,2,5,4,No
614,28,Male,Masters,Finance,Accountant,88723,22,3,9,5,No
615,43,Male,MBA,HR,HR Manager,42010,22,3,1,1,No
616,47,Male,PhD,Customer Support,Support Executive,46292,11,2,7,3,No
617,26,Male,Bachelors,Sales,Account Manager,132866,8,1,4,2,No
618,43,Female,Bachelors,Marketing,Marketing Executive,86075,4,2,0,4,No
619,26,Female,Masters,HR,HR Manager,134898,24,1,1,3,Yes
620,44,Female,Bachelors,IT,Developer,96186,17,4,7,5,No
621,54,Male,Bachelors,HR,Recruiter,37632,15,2,6,3,No
622,29,Female,Bachelors,Operations,Logistics Coordinator,67624,9,3,7,2,No
623,26,Female,Bachelors,Marketing,Marketing Executive,125372,5,4,6,2,No
624,44,Female,MBA,HR,HR Manager,84123,8,3,7,1,No
625,36,Male,PhD,Sales,Sales Executive,98870,2,1,6,5,No
626,22,Male,Masters,Sales,Account Manager,61444,12,4,9,5,No
627,29,Male,MBA,IT,System Engineer,136581,20,3,9,5,No
628,30,Male,PhD,Marketing,Marketing Executive,81827,23,1,1,4,Yes
629,43,Male,MBA,Customer Support,Support Executive,86084,13,2,6,1,Yes
630,37,Female,Bachelors,Finance,Finance Manager,127892,1,1,6,4,Yes
631,55,Female,PhD,Operations,Logistics Coordinator,54265,10,2,4,3,No
632,36,Male,PhD,Finance,Finance Manager,45863,23,1,8,4,No
633,39,Male,Masters,Customer Support,Support Manager,126221,3,3,0,1,No
634,28,Female,MBA,Operations,Logistics Coordinator,61561,15,4,0,5,No
635,54,Female,PhD,IT,Data Analyst,97227,24,2,6,5,No
636,44,Female,Masters,Customer Support,Support Executive,101106,18,2,2,3,No
637,46,Male,PhD,Operations,Logistics Coordinator,140375,20,2,7,3,No
638,27,Male,Bachelors,Operations,Logistics Coordinator,40240,12,1,7,4,No
639,27,Female,PhD,IT,Data Analyst,142018,0,3,6,4,Yes
640,53,Male,Bachelors,IT,IT Manager,99417,3,1,0,3,No
641,55,Male,PhD,IT,System Engineer,98843,13,3,0,4,No
642,34,Male,Masters,Customer Support,Support Manager,143257,14,3,1,4,No
643,33,Female,PhD,Customer Support,Support Executive,128784,1,4,3,1,Yes
644,35,Female,Bachelors,Sales,Sales Manager,87699,13,1,1,5,Yes
645,58,Female,Masters,Marketing,Marketing Executive,108981,7,3,0,5,No
646,40,Male,MBA,Operations,Operations Executive,76796,20,2,1,2,No
647,36,Male,PhD,IT,Developer,131937,22,2,6,2,No
648,45,Female,PhD,HR,HR Executive,113388,4,4,2,1,No
649,22,Female,Masters,HR,Recruiter,82608,10,4,5,2,Yes
650,53,Male,Bachelors,Operations,Logistics Coordinator,51950,0,3,7,4,No
651,52,Female,MBA,Sales,Account Manager,35400,9,1,5,2,Yes
652,33,Male,Bachelors,Sales,Sales Executive,102239,17,2,4,3,No
653,35,Female,MBA,Sales,Sales Executive,113721,22,2,9,2,No
654,38,Female,Masters,IT,IT Manager,104465,6,4,9,1,No
655,49,Male,MBA,HR,HR Manager,77116,13,1,9,3,Yes
656,58,Male,Bachelors,Operations,Logistics Coordinator,54511,0,2,7,3,No
657,55,Female,PhD,HR,HR Executive,119781,21,3,2,1,No
658,50,Male,Masters,HR,HR Executive,92695,17,3,5,1,No
659,39,Female,MBA,Operations,Logistics Coordinator,105440,11,2,0,4,No
660,21,Male,Bachelors,Operations,Operations Executive,41562,0,3,5,2,No
661,37,Male,PhD,HR,HR Manager,86304,22,3,6,4,No
662,24,Female,MBA,Operations,Operations Executive,112245,13,4,2,2,Yes
663,57,Male,PhD,Marketing,Marketing Executive,101427,5,2,3,1,Yes
664,26,Male,Bachelors,Marketing,Marketing Manager,55930,17,2,6,2,Yes
665,47,Male,PhD,Customer Support,Support Manager,31937,0,3,6,3,No
666,53,Female,MBA,Marketing,Marketing Manager,128247,22,2,9,3,No
667,54,Male,MBA,Customer Support,Support Executive,137224,8,1,2,2,No
668,27,Female,Masters,Sales,Account Manager,74768,0,1,5,2,Yes
669,56,Male,Masters,Sales,Sales Manager,136508,16,1,9,3,No
670,47,Male,Masters,HR,HR Executive,107203,16,4,1,2,No
671,27,Female,MBA,Finance,Finance Analyst,117172,14,1,5,2,No
672,57,Male,Masters,Sales,Sales Executive,76375,10,1,7,1,Yes
673,22,Female,Masters,Marketing,Marketing Executive,128775,24,4,8,4,No
674,50,Female,Bachelors,Marketing,Marketing Manager,86607,10,1,6,5,No
675,38,Male,Bachelors,Marketing,Marketing Executive,104401,15,4,1,1,No
676,51,Female,PhD,HR,Recruiter,121387,17,3,7,3,Yes
677,47,Female,MBA,Marketing,SEO Specialist,65718,4,3,3,2,No
678,48,Male,Bachelors,Sales,Sales Manager,40792,17,4,1,1,No
679,32,Male,MBA,HR,Recruiter,62040,23,3,0,2,No
680,27,Female,PhD,Finance,Accountant,99797,13,4,5,1,Yes
681,36,Female,MBA,Sales,Sales Manager,90679,7,1,5,4,Yes
682,46,Female,Bachelors,HR,HR Manager,127489,13,3,8,5,No
683,24,Female,Masters,IT,System Engineer,53412,10,2,0,4,No
684,34,Male,Masters,HR,Recruiter,51327,1,4,3,2,Yes
685,33,Female,PhD,Customer Support,Support Executive,72894,16,2,1,4,No
686,32,Male,PhD,Operations,Logistics Coordinator,32489,3,2,1,4,No
687,56,Male,PhD,Operations,Operations Executive,139965,17,4,5,5,No
688,39,Male,Bachelors,Customer Support,Support Manager,59565,19,3,4,3,No
689,23,Male,Bachelors,Customer Support,Support Manager,37665,4,3,8,3,Yes
690,41,Female,Masters,HR,HR Manager,91708,24,3,9,5,No
691,34,Male,PhD,Operations,Logistics Coordinator,134321,11,2,1,1,No
692,23,Male,PhD,HR,Recruiter,68965,18,1,3,2,Yes
693,42,Male,Bachelors,Sales,Sales Executive,65056,3,2,1,4,No
694,28,Male,MBA,Sales,Sales Manager,95268,18,3,8,2,No
695,56,Female,PhD,IT,System Engineer,92081,20,4,3,5,No
696,41,Female,Masters,Marketing,Marketing Manager,34045,20,4,6,4,No
697,21,Male,Masters,Customer Support,Support Executive,136001,5,2,5,4,No
698,26,Female,Masters,Operations,Operations Manager,108600,18,2,2,2,No
699,41,Male,Bachelors,Marketing,Marketing Manager,63968,6,4,1,4,Yes
700,47,Female,PhD,Finance,Finance Analyst,79857,13,1,9,2,No
701,43,Male,Bachelors,Customer Support,Support Manager,119684,6,4,1,2,Yes
702,40,Female,Bachelors,Marketing,Marketing Manager,78026,18,2,1,5,No
703,43,Female,Masters,Marketing,Marketing Manager,131931,16,3,9,4,No
704,24,Female,Bachelors,Marketing,Marketing Executive,52689,18,2,2,2,No
705,32,Female,Bachelors,Operations,Operations Executive,111807,1,1,1,1,No
706,33,Male,PhD,Sales,Sales Manager,50938,2,2,9,2,No
707,48,Female,Masters,Sales,Account Manager,113657,12,1,1,5,No
708,29,Male,Bachelors,Sales,Account Manager,84935,14,1,9,4,No
709,35,Female,MBA,Marketing,Marketing Manager,79633,23,3,2,4,No
710,46,Male,Bachelors,HR,HR Executive,134500,4,3,0,3,No
711,36,Male,PhD,Marketing,SEO Specialist,58757,3,4,4,2,Yes
712,57,Male,PhD,Finance,Finance Analyst,115367,15,1,4,4,No
713,54,Female,MBA,IT,Developer,25877,1,1,9,3,No
714,53,Male,PhD,Finance,Accountant,53742,23,1,2,2,Yes
715,35,Female,MBA,Customer Support,Support Manager,80044,18,2,5,4,No
716,43,Male,Bachelors,Finance,Accountant,44403,1,4,8,5,No
717,54,Male,Bachelors,IT,IT Manager,143888,13,4,1,4,No
718,54,Female,PhD,Finance,Accountant,44177,0,3,0,3,Yes
719,59,Male,Masters,IT,Data Analyst,146945,16,2,5,4,No
720,43,Male,PhD,HR,HR Executive,148777,16,4,7,3,No
721,46,Male,Bachelors,Customer Support,Support Manager,60919,24,3,3,4,No
722,42,Female,MBA,IT,Data Analyst,128537,24,2,0,4,No
723,51,Female,Bachelors,Finance,Finance Manager,65633,22,2,6,4,No
724,37,Female,MBA,Marketing,SEO Specialist,93593,4,1,1,4,No
725,27,Male,PhD,Finance,Finance Manager,118944,11,1,1,2,No
726,33,Female,Masters,Sales,Sales Manager,119438,4,2,5,3,No
727,28,Male,Masters,IT,Developer,83560,16,3,4,1,Yes
728,51,Male,MBA,Marketing,Marketing Manager,68827,7,2,2,4,No
729,53,Female,PhD,Marketing,Marketing Manager,74597,10,1,9,1,No
